employer_name,employer_address,employer_city,employer_state,employer_zip,employer_latitude,employer_longitude,is_primary,address_source,address_trust
JEWISH FEDERATION OF WEST-CENTRAL NJ,,,,,,,True,,
JEWISH FOUNDATION OF CINCINNATI,8499 RIDGE POINT DR STE 200,LOVELAND,OH,45140,39.254473,-84.24693,True,ai,corroborated
JEWISH GENETIC DISEASES CENTER OF GREA,,,,,,,True,,
JEWISH GRANDPARENTS NETWORK,,,,,,,True,,
JEWISH LINK,,,,,,,True,,
JEWISH NATIONAL FUND,42 E 69TH ST,NEW YORK,NY,10021,40.7693113,-73.9661392,True,ai,corroborated
JEWISH PHILANTHROPIES OF SOUTHERN ARIZONA,3800 E RIVER RD,TUCSON,AZ,85718,32.275755,-110.912791,True,ai,corroborated
JEWISH THEOLOGICAL SEMINARY,3080 BROADWAY,NEW YORK,NY,10027,40.8120963,-73.9605604,True,ai,corroborated
JEWISHCOLORADO,LORETTO HEIGHTS CAMPUS 560 S DOWNING ST STE 100,DENVER,CO,80209,39.706581,-104.96575,True,ai,corroborated
JEWISHCOLUMBUS,1175 COLLEGE AVE,COLUMBUS,OH,43209,39.945107,-82.935234,True,ai,corroborated
JF CAPITAL,,,,,,,True,,
JF GLOBAL CPA,,,,,,,True,,
JFC,,,,,,,True,,
JFCSNNJ,1465 SPRINGFIELD AVE,SUMMIT,NJ,07901,40.7160406,-74.3361877,True,ai,corroborated
JFF ENTERPRISES INC,,,,,,,True,,
JFK MEDICAL CENTER,65 JAMES ST,EDISON,NJ,08820,40.5563574,-74.3501777,True,ai,corroborated
JFNA,50 BROADWAY STE 2010,NEW YORK,NY,10004,40.7063443,-74.0126752,True,ai,uncorroborated
JFOGR,,,,,,,True,,
JFS,6735 TELEGRAPH RD #30,BLOOMFIELD HILLS,MI,48301,42.5424,-83.282168,True,manual,verified
JG REALTY INC,,,,,,,True,,
JGB,,,,,,,True,,
JGB FINANCIAL HOLDCO,,,,,,,True,,
JGS VENTURES,,,,,,,True,,
JH ENTERPRISE,,,,,,,True,,
JHCN,,,,,,,True,,
JHEB LLC,,,,,,,True,,
JHR CAPITAL,,,,,,,True,,
JHU,JOHNS HOPKINS UNIVERSITY 3400 N CHARLES ST,BALTIMORE,MD,21218,39.3302023,-76.6218536,True,ai,uncorroborated
JHU APL,JOHNS HOPKINS UNIVERSITY APPLIED PHYSICS LABORATORY 11100 JOHNS HOPKINS RD,LAUREL,MD,20723,39.1667462,-76.8974081,True,ai,corroborated
JHW,,,,,,,True,,
JI MEDICAL,10850 GUILFORD RD STE 200,ANNAPOLIS JUNCTION,MD,20701,39.132522,-76.788264,True,ai,uncorroborated
JILL AND DAVID KRISCHER FAMILY FOUNDAT,,,,,,,True,,
JILL HABER DESIGN GROUP,145 E 57TH ST 11TH FLOOR,NEW YORK,NY,10022,40.760888939259,-73.968881611121,True,ai,grounded
JIME SECURITY,,,,,,,True,,
JINSA,JEWISH INSTITUTE FOR NATIONAL SECURITY OF AMERICA 1101 14TH ST NW STE 1400,WASHINGTON,DC,20005,38.904438,-77.031597,True,ai,grounded
JITTERBIT,JITTERBIT INC 333 BUSH ST STE 1700,SAN FRANCISCO,CA,94104,37.791412,-122.402129,True,ai,corroborated
JJ PRO,,,,,,,True,,
JJB,,,,,,,True,,
JJF,,,,,,,True,,
JK CONSULTING GROUP,,,,,,,True,,
JLEC,,,,,,,True,,
JLL,200 E RANDOLPH DR,CHICAGO,IL,60601,41.884596,-87.620392,True,manual,verified
JLL PARTNERS,300 PARK AVE 18TH FLOOR,NEW YORK,NY,10022,40.7570541,-73.9747565,True,manual,verified
JLRE CONSULTING,,,,,,,True,,
JM BURKMAN & ASSOCIATES LLC,1283 WASHINGTON AVE NE STE 300,WASHINGTON,DC,20002,38.905026,-76.983607,True,ai,uncorroborated
JMB REALTY,900 N MICHIGAN AVE,CHICAGO,IL,60611,41.8996454,-87.6256155,True,ai,grounded
JMBM,JEFFER MANGELS BUTLER & MITCHELL LLP 1900 AVE OF THE STARS 7TH FLOOR,LOS ANGELES,CA,90067,34.056437,-118.41369,True,ai,corroborated
JMJ DEVELOPMENT,,,,,,,True,,
JMRESOURCES,,,,,,,True,,
JNS,,,,,,,True,,
JNS SMITHCHEM,,,,,,,True,,
JOAN DACHS BAIS YAAKOV,,,,,,,True,,
JOCO,,,,,,,True,,
JODYS INC,,,,,,,True,,
JOEL BROOKS & ASSOCIATES,265 POST AVE STE 320,WESTBURY,NY,11590,40.7587123,-73.5883346,True,manual,verified
JOEL NEGRIN PC,,,,,,,True,,
JOEL REINSTEIN PLLC,925 S FEDERAL HWY STE 325,BOCA RATON,FL,33432,26.341620656995,-80.086308032181,True,manual,verified
"JOEL RENBAUM, M.D. INC",1 DANIEL BURNHAM CT STE 365C,SAN FRANCISCO,CA,94109,37.7867651,-122.4222341,True,ai,grounded
JOEL WEINGATEN,,,,,,,True,,
"JOEL YOUNG, MD PC",,,,,,,True,,
"JOELE FRANK, WILKINSON BRIMMER KATCHER",1425 BROADWAY 4TH FLOOR,NEW YORK,NY,10018,40.7541123,-73.9870409,True,manual,verified
JOHN A. GOLDEN ASSOCIATES,12 E 49TH ST FL 41,NEW YORK,NY,10017,40.7573677,-73.9768687,True,manual,verified
JOHN ADAMS MORTGAGE,1015 15TH ST NW STE 600,WASHINGTON,DC,20005,38.9030556,-77.0343319,True,ai,uncorroborated
JOHN C. LINCOLN HEALTH SYSTEM,250 E DUNLAP AVE,PHOENIX,AZ,85020,33.5713261,-112.069038,True,ai,corroborated
"JOHN H. MEREY, M.D. PA",,,,,,,True,,
JOHN HANCOCK,200 CLARENDON ST,BOSTON,MA,02116,42.3491677,-71.075124,True,ai,corroborated
JOHN HENRY HOMES,11025 REED HARTMAN HWY,BLUE ASH,OH,45242,39.2666614,-84.3790694,True,ai,grounded
"JOHN M WATKINS, PHD INC",,,,,,,True,,
JOHN MUIR,1600 YGNACIO VALLEY RD,WALNUT CREEK,CA,94598,37.915082,-122.041585,True,ai,corroborated
JOHNS HOPKINS,733 N BROADWAY,BALTIMORE,MD,21205,39.2990371,-76.5939987,True,ai,uncorroborated
JOHNS HOPKINS UNIVERSITY,3400 N CHARLES ST,BALTIMORE,MD,21218,39.3290586,-76.619409,True,ai,corroborated
JOHNS HOPKINS UNIVERSITY APPLIED PHYSICS LABORATORY,11100 JOHNS HOPKINS RD,LAUREL,MD,20723,39.1667462,-76.8974081,True,manual,verified
JOHNSON & JOHNSON,ONE JOHNSON & JOHNSON PLAZA,NEW BRUNSWICK,NJ,08933,40.4986542,-74.4416908,True,ai,uncorroborated
JOHNSON BROTHERS,1999 SHEPARD RD,SAINT PAUL,MN,55116,44.907267,-93.1518929,True,ai,corroborated
JOHNSON CONTROLS INC,5757 N GREEN BAY AVE,MILWAUKEE,WI,53209,43.1247099,-87.9366187,True,ai,uncorroborated
JOHNSON REAL ESTATE,,WEST HARTFORD,CT,06117,,,True,manual,verified
JOHNSON STORAGE & MOVING,5800 EUREKA DR,EDINA,MN,55436,44.907173,-93.374963,True,ai,uncorroborated
JOLTON INDUSTRIES,,,,,,,True,,
JON EFFRON AND COMPANY,,,,,,,True,,
JON F WEBER & CO LLC,,,,,,,True,,
JONAATHAN H PARKER,,,,,,,True,,
"JONATHAN H. KROTINGER, ATTORNEY AT LAW",,,,,,,True,,
JONATHAN STRAUSS CASTING,1650 VINE ST,LOS ANGELES,CA,90028,34.1010833,-118.3265769,True,ai,uncorroborated
JONCOCO,17701 BISCAYNE BLVD STE 200,AVENTURA,FL,33160,25.940295,-80.1487976,True,ai,grounded
JONES DAY,901 LAKESIDE AVE,CLEVELAND,OH,44114,41.505658,-81.691444,True,ai,grounded
JONES WALKER,201 ST CHARLES AVE 51ST FLOOR,NEW ORLEANS,LA,70170,29.9520161,-90.070364,True,ai,corroborated
JONOVA,,,,,,,True,,
JORDACHE ENTERPRISES,350 5TH AVE STE 5309,NEW YORK,NY,10118,40.7484421,-73.9856589,True,ai,corroborated
JORDAN RAMIS PC,1211 SW 5TH AVE STE 2700,PORTLAND,OR,97204,45.5152677,-122.6800549,True,ai,grounded
JORDAN RIVER MOVING,12515 WILLOWS RD NE STE 220,KIRKLAND,WA,98034,47.71293,-122.1552199,True,ai,grounded
JORDON PERLMUTTER & CO,1601 BLAKE ST STE 600,DENVER,CO,80202,39.7510231,-104.9992194,True,manual,verified
"JOSEPH AHRAM, MD",,,,,,,True,,
JOSEPH GOETZ MD,,,,,,,True,,
JOSEPH M. MARVIZI DDS INC,,,,,,,True,,
"JOSEPH RAFALOWICZ, ATTORNEY AT LAW",,,,,,,True,,
JOSH SILVERMAN INSURANCE,33 S SERVICE RD STE 101,MELVILLE,NY,11747,40.7804005,-73.4283778,True,ai,uncorroborated
JOSH STEEL CO,,,,,,,True,,
JOSHUA A. ROSENBAUM PC,,,,,,,True,,
JOSHUA P. FRIEDMAN AND ASSOCIATES,,,,,,,True,,
JOSSELSON POTTER & ROBERTS,55 WASHINGTON ST,NORWALK,CT,06854,41.0990856,-73.419083,True,ai,uncorroborated
JOULE VENTURES,535 W 110TH ST #5F,NEW YORK,NY,10025,40.8039526,-73.9656848,True,ai,grounded
JOYCE FOOD PRODUCTS,320 MADISON AVE 3RD FLOOR,NEW YORK,NY,10017,40.7530819,-73.9792034,True,ai,corroborated
JP MORGAN SECURITIES,383 MADISON AVE,NEW YORK,NY,10179,40.7554453,-73.9767459,True,ai,corroborated
JP WEALTH MANAGEMENT,,,,,,,True,,
JPAUL BUILDERS,,,,,,,True,,
JPM,,,,,,,True,,
JPMORGAN CHASE,270 PARK AVE,NEW YORK,NY,10017,40.7559787,-73.9759701,True,ai,corroborated
JPORLEANS,,,,,,,True,,
JRCO,,,,,,,True,,
JRJS SALES INC,,,,,,,True,,
JRK ASSET MANAGEMENT,100 SPECTRUM CENTER DR STE 1500,IRVINE,CA,92618,33.6505695,-117.7476412,True,ai,corroborated
JRK PROPERTY HOLDINGS,11766 WILSHIRE BLVD STE 1500,LOS ANGELES,CA,90025,34.048509923187,-118.461930702262,True,ai,grounded
JS DIAMOND ENTERPRISES,16690 COLLINS AVE STE 1103,SUNNY ISLES BEACH,FL,33160,25.9295036,-80.1227145,True,manual,verified
JS HELD,1285 AVE OF THE AMERICAS 25TH FLOOR,NEW YORK,NY,10019,40.7609264,-73.9799604,True,ai,corroborated
JSL,,,,,,,True,,
JSR HEALTH SERVICES,100 CRESCENT CT STE 700,DALLAS,TX,75201,32.7939116,-96.8033152,True,ai,uncorroborated
JSV,,,,,,,True,,
JTRADE GLOBAL LLC,,,,,,,True,,
JTS,5310 S COCKRELL HILL RD,DALLAS,TX,75236,32.6812487,-96.8916219,True,ai,grounded
"JUDGE M ROSENBLSTT MEDIATION, APC",,,,,,,True,,
JUDICIAL ARBITRATION AND MEDIATION SER,,,,,,,True,,
JUF,,,,,,,True,,
JUICE MERCHANDISING,370 W PRATT ST,BALTIMORE,MD,21201,39.2863618,-76.6202833,True,ai,uncorroborated
JULIAN WOLF,,,,,,,True,,
JULIUAS VITA PHOTOGRAPER AND VIDEOGRAP,,,,,,,True,,
JULIUS DOOCHIN FABRICATIONS,,,,,,,True,,
JUMP MANAGEMENT,,,,,,,True,,
JUMP OPERATIONS LLC,600 W CHICAGO AVE STE 600,CHICAGO,IL,60654,41.8982912,-87.6443417,True,ai,grounded
JUNE COLLECTIVE,,,,,,,True,,
JUNO INVESTMENTS,950 THIRD AVE STE 2300,NEW YORK,NY,10022,40.760231166369,-73.96763630302,True,manual,verified
JURIS CAPITAL LLC,100 FEDERAL ST,BOSTON,MA,02110,42.3550533,-71.055957,True,ai,uncorroborated
JURISLAW LLP,,,,,,,True,,
JURISTEMPS INC,7733 FORSYTH STE 1100,CLAYTON,MO,63105,38.6503629,-90.3356508,True,manual,verified
JUST WIRELESS,,,,,,,True,,
JUVO AUTISM & BEHAVIORAL HEALTH SERVICES,,,,,,,True,,
JVDEALS,,,,,,,True,,
JVM REALTY CORPORATION,1840 W MARKET ST,AKRON,OH,44313,41.1118339,-81.5746188,True,ai,uncorroborated
JVS - DEVELOPER,,,,,,,True,,
JW LOPES LLC,128 CARTER ST,CHELSEA,MA,02150,42.3980637,-71.0428345,True,manual,verified
JW PROPERTIES INC,,,,,,,True,,
JW TREE SERVICE,,,,,,,True,,
K & F INDUSTRIES,,,,,,,True,,
K GROUP HOLDINGS,,,,,,,True,,
K&R,,,,,,,True,,
K&R PRESERVATION,,,,,,,True,,
KA CAPITAL MANAGEMENT,C/O KA CAPITAL MANAGEMENT 650 CALIFORNIA ST STE 1900,SAN FRANCISCO,CA,94108,37.791886,-122.408517,True,ai,corroborated
KABR GROUP,34 S DEAN ST STE 200,ENGLEWOOD,NJ,07631,40.8925407,-73.9751708,True,ai,grounded
KADIMA NEUROPSYCHIATRY INSTITUTE,7315 W SUNSET BLVD STE 250,LOS ANGELES,CA,90046,34.0979831,-118.3660401,True,ai,corroborated
KAFTAN ENTERPRISES,29100 NORTHWESTERN HWY STE 260,SOUTHFIELD,MI,48034,42.49689,-83.291019,True,ai,grounded
KAGAN LUBIC LEPPER FINKELSTEIN & GOLD,217 BROADWAY STE 707,NEW YORK,NY,10007,40.7117757,-74.0085572,True,ai,corroborated
KAGAN MANAGEMENT,,,,,,,True,,
KAISER,1 KAISER PLAZA,OAKLAND,CA,94612,37.807709,-122.266857,True,ai,corroborated
KAITAR RESOURCES,1517 PERIMETER RD STE 506,WEST PALM BEACH,FL,33406,26.6896899,-80.0788914,True,manual,verified
KAIZEN AUTOMATION GROUP,,,,,,,True,,
KAJEET,1791 PREUSS RD STE 650,RESTON,VA,20194,38.981041,-77.340785,True,ai,grounded
KALED MANAGEMENT,,,,,,,True,,
KALIMIAN GROUP,,,,,,,True,,
KALIS INC,,SANTA MONICA,CA,90401,,,True,manual,verified
KALITTA CHARTERS,1850 PROGRESS DR,YPSILANTI,MI,48198,42.275075,-83.58634,True,ai,corroborated
"KALMON DOLGIN AFFILIATES, KND MGMN",60 CUTTER MILL RD STE 303,GREAT NECK,NY,11021,40.781289,-73.734026,True,ai,corroborated
KALSEC,,,,,,,True,,
KAM ADVERTISING,,,,,,,True,,
KAMAN,1332 BLUE HILLS AVE,BLOOMFIELD,CT,06002,41.859096,-72.710161,True,ai,grounded
"KAMPLER ADVISORY GROUP, LL",,,,,,,True,,
KAMRAS AND POLANSKY MEDICAL CORP,,,,,,,True,,
"KANE AND KOLTUN, ATTORNEYS AT LAW",150 SPARTAN DR STE 100,MAITLAND,FL,32751,28.6304,-81.365046,True,ai,grounded
KANSAS CITY JEWISH CHRONICLE,5801 W 115TH ST STE 201,OVERLAND PARK,KS,66211,38.9206441,-94.6519367,True,manual,verified
KANSAS CITY SOUTHERN,427 W 12TH ST,KANSAS CITY,MO,64105,39.0997558,-94.5896998,True,ai,uncorroborated
KAP'S WHOLESALE FOODS,1300 MAPLE ST,DETROIT,MI,48207,42.3412438,-83.0385051,True,ai,grounded
KAPILOFF INSURANCE AGENCY,,,,,,,True,,
KAPITAL ENTERTAINMENT,11444 W OLYMPIC BLVD 11TH FLOOR,LOS ANGELES,CA,90064,34.036729,-118.4435263,True,manual,verified
KAPLAN,1515 W CYPRESS CREEK RD,FORT LAUDERDALE,FL,33309,26.2040735,-80.1643544,True,ai,grounded
KAPLAN & ASSOCIATES LLC,,,,,,,True,,
KARBANK REAL ESTATE COMPANY,1200 MAIN ST STE 3910,KANSAS CITY,MO,64105,39.099861876123,-94.583274070709,True,ai,grounded
KARBANK REAL ESTATE COMPANY,2000 SHAWNEE MISSION PKWY STE 400,MISSION WOODS,KS,66205,39.034145543899,-94.608780583422,False,ai,grounded
KARDON INDUSTRIES,31 VALLEY RD,MONTVALE,NJ,07645,41.0525222,-74.0516065,True,ai,uncorroborated
KARIUS,,,,,,,True,,
KARLIN,,,,,,,True,,
KARMILY,,,,,,,True,,
KARNEY PROPERTIES CO,1447 CLOVERFIELD BLVD STE 200,SANTA MONICA,CA,90404,34.030476977217,-118.476074578225,True,manual,verified
KARNO LAW,,,,,,,True,,
"KARP & IANCU, S.C",,,,,,,True,,
KARPAY DIEM LAND LLC,,,,,,,True,,
KARPEL INSURANCE,200 E RANDOLPH DR STE 5100,CHICAGO,IL,60601,41.884596,-87.620392,True,ai,uncorroborated
KASHABLE,,,,,,,True,,
KASOWITZ BENSON TORRES,1633 BROADWAY,NEW YORK,NY,10019,40.762093,-73.9846559,True,ai,corroborated
"KASOWITZ, BENSON, TORRES & FRIEDMAN LL",,,,,,,True,,
KASS SHULER PA,,,,,,,True,,
KATHY ROSENBERG-WOHL LLC,,,,,,,True,,
KATIN ENGINEERING,1407 TOMLYNN ST,ANNAPOLIS,MD,21401,38.987941,-76.552716,True,ai,uncorroborated
KATTAN,,,,,,,True,,
KATTEN,2029 CENTURY PARK EAST STE 2600,LOS ANGELES,CA,90067,34.0596151,-118.4138446,True,ai,uncorroborated
KATTEN LAW FIRM,2900 K ST NW,WASHINGTON,DC,20007,38.9014816,-77.0588124,True,ai,uncorroborated
KATTEN MUCHIN ROSENMAN LLP,525 W MONROE ST,CHICAGO,IL,60661,41.8802268,-87.6403869,True,ai,grounded
KATZ & STEFANI,,,,,,,True,,
KATZ BASKIES & WOLF PLLC,1201 S SHEPHERD DR STE 600,HOUSTON,TX,77019,29.7552056,-95.4097527,True,ai,uncorroborated
KATZ FRAM & CO,3300 ENTERPRISE PKWY STE 200,BEACHWOOD,OH,44122,41.4694994,-81.4947758,True,ai,uncorroborated
KATZ REALTY INTERESTS,,,,,,,True,,
KATZ TELLER,36307 DETROIT RD STE 200,WESTLAKE,OH,44145,41.4674216,-81.9209017,True,ai,corroborated
KATZDESIGNGROUP,,,,,,,True,,
KATZIN,,,,,,,True,,
KATZSON BROTHERS INC,,,,,,,True,,
KAUFMAN & CANOLES,4801 COURTHOUSE ST STE 300,NEWPORT NEWS,VA,23607,36.970515,-76.424339,True,ai,corroborated
KAUFMAN PLLC,400 N LASALLE ST STE 1700,CHICAGO,IL,60654,41.8868494,-87.6325515,True,ai,uncorroborated
KAUFMAN PRODUCTS INC,,,,,,,True,,
KAVANAH LIFE,,,,,,,True,,
KAWA CAPITAL MANAGEMENT,1010 S FEDERAL HWY STE 2900,HALLANDALE BEACH,FL,33009,25.9964303,-80.1427416,True,ai,grounded
KAWESCH LAW GROUP,6 GARNER ST,NEWTON CENTER,MA,02459,42.3373941,-71.1882968,True,ai,grounded
KAY GHAD LLP,,,,,,,True,,
KAYE HOMES,,,,,,,True,,
KAYE SCHOLER,250 W 55TH ST,NEW YORK,NY,10019,40.7649395,-73.9829195,True,ai,uncorroborated
KAYNE ANDERSON RUDNICK,1800 AVE OF THE STARS 2ND FLOOR,LOS ANGELES,CA,90067,34.061114,-118.418106,True,ai,corroborated
KAYNE LAW,9255 SUNSET BLVD STE 615,WEST HOLLYWOOD,CA,90069,34.0901713,-118.39393,True,ai,uncorroborated
KBHOME,10990 WILSHIRE BLVD STE 1500,LOS ANGELES,CA,90024,34.0575996,-118.4473337,True,ai,corroborated
KBR,601 JEFFERSON ST STE 3400,HOUSTON,TX,77002,29.7532501,-95.372337,True,ai,corroborated
KCAV,,,,,,,True,,
KCC,222 N PACIFIC COAST HWY STE 300,EL SEGUNDO,CA,90245,33.9262257,-118.3963518,True,ai,grounded
KCCC,,,,,,,True,,
KCI TECHNOLIGIES,1712 S HARBOR CITY BLVD,MELBOURNE,FL,32901,28.0816429,-80.6047251,True,ai,uncorroborated
KCU,900 S MCLEAN BLVD,KINSTON,NC,28504,35.227366,-77.635888,True,ai,uncorroborated
KEAN UNIVERSITY,1000 MORRIS AVE,UNION,NJ,07083,40.6780173,-74.2339287,True,ai,uncorroborated
KEARNS BRAY,,,,,,,True,,
KEAT PROPERTIES,,,,,,,True,,
KECHES LAW GROUP,2 LAKESHORE CENTER STE 3,BRIDGEWATER,MA,02324,41.9604191,-71.035117,True,ai,grounded
KEE BOOKKEEPING,,,,,,,True,,
KEEGAN HOMES,,,,,,,True,,
KEELER REAL ESTATE LLC,350 W HUBBARD STE 620,CHICAGO,IL,60654,41.8902178,-87.6375782,True,manual,verified
KEEPBOX,1299 PENNSYLVANIA AVE NW STE 700,WASHINGTON,DC,20004,38.896492,-77.028214,True,ai,uncorroborated
KEHILLAH OF ARIZONA,3643 E PUEBLO AVE,PHOENIX,AZ,85040,33.40763,-112.0526318,True,ai,corroborated
KEHILLAT LEV RA'ANANA,,,,,,,True,,
KEITER APPELLATE LAW,,,,,,,True,,
KELLER POSTMAN,150 N RIVERSIDE PLAZA STE 4100,CHICAGO,IL,60606,41.8825427,-87.638745,True,ai,grounded
KELLER WILLIAMS,1221 S MOPAC EXPY STE 400,AUSTIN,TX,78746,30.2633565,-97.78646,True,ai,grounded
KELLEY DRYE AND WARREN LLP,3050 K ST NW STE 400,WASHINGTON,DC,20007,38.9016729,-77.060962,True,ai,uncorroborated
KELLI'S GIFT SHOP SUPPLIERS,3311 BOYINGTON DR STE 400,CARROLLTON,TX,75006,32.9651608,-96.8442264,True,ai,grounded
KELLI'S GIFT SHOP SUPPLIERS,488 S ROYAL LN,COPPELL,TX,75099,32.9656344,-97.0267901,False,ai,grounded
KELLNER LAW GROUP,10940 WILSHIRE BLVD STE 1000,LOS ANGELES,CA,90024,34.0580322,-118.4450834,True,ai,corroborated
KELLOGG SCHOOL OF BUSINESS,2001 SHERIDAN RD,EVANSTON,IL,60208,42.0540944,-87.6760509,True,ai,corroborated
KELLY PRICE & COMPANY,,,,,,,True,,
KELLY SCIENCE & CLINICAL,1515 N COURTHOUSE RD,ARLINGTON,VA,22201,38.8912045,-77.0834555,True,manual,verified
KELLY SCOTT & MADISON,3600 NW 43RD ST STE 250,GAINESVILLE,FL,32606,29.6874593,-82.3890275,True,ai,uncorroborated
KELSEY-SEYBOLD,6750 MAIN ST STE 100,HOUSTON,TX,77030,29.7076971,-95.4045115,True,ai,corroborated
KEM KREST,3221 MAGNUM DR,ELKHART,IN,46516,41.6775997,-85.9150797,True,ai,grounded
KEMPNER FAMILY FOUNDATION,C/O COMBINED JEWISH PHILANTHROPIES KRAFT FAMILY BUILDING 126 HIGH ST,BOSTON,MA,02110,42.358254,-71.051927,True,ai,grounded
KEMPSTAR,,,,,,,True,,
KEN KWARTLER LAW OFFICE,,,,,,,True,,
KEN RUBY CONSTRUCTION COMPANY,,,,,,,True,,
KENDALL EYE INSTITUTE,701 S AIR DEPOT BLVD,WICHITA,KS,67209,37.651448,-97.42819,True,ai,uncorroborated
KENISCO CAPITAL,55 RAILROAD AVE 2ND FLOOR,GREENWICH,CT,06830,41.0221295,-73.6259355,True,ai,grounded
KENMAR,400 XING BLVD STE 301,BEVERLY,MA,01915,42.570442,-70.867693,True,ai,uncorroborated
KENNEDY TECHNOLOGIES,8520 16TH ST N,SAINT PETERSBURG,FL,33702,27.8365433,-82.6549732,True,ai,uncorroborated
KENNEDY WILSON,151 S EL CAMINO DR,BEVERLY HILLS,CA,90212,34.0583555,-118.4002164,True,ai,grounded
KENNEDY WILSON MULTIFAMILY,12012 SAN VICENTE BLVD STE 600,LOS ANGELES,CA,90049,34.0444042,-118.4981905,True,ai,corroborated
KENNETH COLE PRODUCTIONS,,,,,,,True,,
"KENNETH ROSE ,ESQ",,,,,,,True,,
KENSINGTON,,,,,,,True,,
KENSINGTON VANGUARD,,,,,,,True,,
KENSTON PUBLIC SCHOOLS,7900 SHERMAN RD,CHESTERLAND,OH,44026,41.5341089,-81.3586694,True,ai,corroborated
KENT ADVERTISING,,,,,,,True,,
KENT SERVICES INC,1705 S THIRD ST,COLUMBUS,OH,43207,39.927575886233,-82.994350883629,True,ai,uncorroborated
KENTWOOD,4900 BRETON RD SE,KENTWOOD,MI,49508,42.872994,-85.628015,True,ai,grounded
KENWALL STEEL,,,,,,,True,,
KEPLR VISION,,,,,,,True,,
KESSLER & KESSLER,3530 COLORADO AVE STE 200,SANTA MONICA,CA,90404,34.0326692,-118.4686884,True,ai,corroborated
KESSLER INSTITUTE FOR REHABILITATION,1199 PLEASANT VALLEY WAY,WEST ORANGE,NJ,07052,40.7849632,-74.2777835,True,ai,corroborated
KESSLER MARKETING GROUP INC,,,,,,,True,,
KESSLER SOLOMIANY LLC,,,,,,,True,,
KESSNER & RABINOWITZ,,,,,,,True,,
KESTEN FINANCIAL GROUP,,,,,,,True,,
KEW GRDNS HILLS DVLP,,,,,,,True,,
KEY CLINICS,,,,,,,True,,
KEY LIME STRATEGIES,1612 K ST NW STE 800,WASHINGTON,DC,20006,38.9022659,-77.0374983,True,ai,uncorroborated
KEY MEDIA,,,,,,,True,,
KEY MOTORS,,,,,,,True,,
KEY PROPERTIES,153 FORT LEE RD STE 2,TEANECK,NJ,07666,40.872517871899,-74.019935260362,True,manual,verified
KEYES AUTOMOTIVE GROUP,5855 VAN NUYS BLVD,VAN NUYS,CA,91401,34.1771392,-118.448807,True,manual,verified
KEYSOURCE,,,,,,,True,,
KEYSTONE BUSINESS TRANSITIONS LLC,1250 7TH ST NW,WASHINGTON,DC,20001,38.9064548,-77.0220182,True,ai,uncorroborated
KEYSTONE DEVELOPMENT AND INVESTMENT,200 BARR HARBOR DR STE 400,WEST CONSHOHOCKEN,PA,19428,40.0693588,-75.3094212,True,ai,corroborated
KEYSTONE PROPERTY GROUP,1001 CONSHOHOCKEN ST RD STE 2-100,WEST CONSHOHOCKEN,PA,19428,40.080216,-75.302504,True,manual,verified
KFC US,1441 GARDINER LN,LOUISVILLE,KY,40213,38.1999626,-85.6950601,True,ai,corroborated
KFS PROPERTIES INC,,,,,,,True,,
KGPM,,,,,,,True,,
KH DESIGNS,,,,,,,True,,
KHAN ACADEMY,10000 N TANTAU AVE STE 230,CUPERTINO,CA,95014,37.3230362,-122.006514,True,ai,uncorroborated
KHC,ONE PPG PL,PITTSBURGH,PA,15222,40.4400104,-80.0037606,True,ai,grounded
KICORP,,,,,,,True,,
KIDDESIGNS,1299 MAIN ST,RAHWAY,NJ,07065,40.60326,-74.275399,True,ai,grounded
KIDNEY MEDICAL ASSOCIATES,,,,,,,True,,
KIDS CAPITAL,,,,,,,True,,
KIDZ CONCEPTS LLC,,,,,,,True,,
KIFO,"York Gate, 100 Marylebone Road",London,,NW1 5DX,51.52338,-0.15302,True,manual,verified
KIFO,3 COLUMBUS CIR STE 1420,NEW YORK,NY,10019,40.7668741,-73.9822587,False,manual,verified
KIG,,,,,,,True,,
KIG CAPITAL REAL ESTATE,,,,,,,True,,
KILOWATT CAPITAL,1958 BROADWAY 15TH FLOOR,OAKLAND,CA,94612,37.8084243,-122.26849,True,ai,corroborated
KILPATRICK TOWNSEND & STOCKTON LLP,1100 PEACHTREE ST NE STE 2800,ATLANTA,GA,30309,33.7849076,-84.3836971,True,ai,grounded
KIMBALL SMALL PROPERTIES,110 E 59TH ST,NEW YORK,NY,10022,40.7622471,-73.9694737,True,ai,uncorroborated
KIMBER MANUFACTURING,,,,,,,True,,
KIMCO REALTY,500 N BROADWAY STE 201,JERICHO,NY,11753,40.7906553,-73.5346576,True,manual,verified
KIND LLC,120 VARICK ST 4TH FLOOR,NEW YORK,NY,10013,40.72489,-74.005816,True,ai,grounded
KINDRED HOSPICE,680 S FOURTH ST STE 300,LOUISVILLE,KY,40202,38.246648826409,-85.758352862276,True,ai,uncorroborated
KINETIC,,,,,,,True,,
KINETIC CONTENT,151 W 26TH ST 11TH FLOOR,NEW YORK,NY,10001,40.7458282,-73.9932914,True,ai,uncorroborated
KING & SPALDING,1180 PEACHTREE ST NE,ATLANTA,GA,30309,33.7869256,-84.3842034,True,ai,grounded
KING TIDE LLC,,,,,,,True,,
KINGFISHER INVESTMENT ADVISORS,,,,,,,True,,
KINGS CAPITAL,,,,,,,True,,
