employer_name,employer_address,employer_city,employer_state,employer_zip,employer_latitude,employer_longitude,address_source,address_trust
LYTX INC,800 Apollo St,Irvine,CA,92618,33.6856969,-117.825981,ai,corroborated
M & P SHOPPING CENTERS,,,,,,,,
M & R SALES,,,,,,,,
M AND M HEALTH LLC,,,,,,,,
M B KAHN CONSTRUCTION COMPANY,101 Flintlake Road,Columbia,SC,29223,34.0659756,-80.961729,ai,grounded
M GELLER LTD,,,,,,,,
M&J TRIMMING,1008 6th Ave,New York,NY,10018,40.7518685,-73.9859099,ai,corroborated
M&R MANAGEMENT,,,,,,,,
M&S SKILLMAN REALTY,,,,,,,,
M&T BANK,One M&T Plaza,Buffalo,NY,14203,42.8837697,-78.874268,ai,corroborated
M-5 TEXAS ENTERPRISES LLC,,,,,,,,
M-RETS,18 N Park St,Medina,OH,44256,41.0216361,-81.7269275,ai,uncorroborated
M. BRASHEM INC,,,,,,,,
M. JACOB & SONS,,,,,,,,
M. RAPAPORT CO. INC,,,,,,,,
M.F.S. INVESTMENT MANAGEMENT,"125 High St, Suite 2300",Boston,MA,02110,42.3550474,-71.053416,ai,corroborated
M.J. NEIDITZ & CO,"120 Broadway, 28th Floor",New York,NY,10271,40.7082035,-74.0105065,ai,uncorroborated
M/I HOMES INC,5075 W Park Blvd,Plover,WI,54467,44.4563579,-89.544007,ai,uncorroborated
M/I HOMES OF CENTRAL OHIO,9300 Amarone Ct,Fishers,IN,46038,39.9555928,-86.0138729,ai,uncorroborated
M1 BANK,"85 Broad Street, 26th Floor",New York,NY,10004,40.7039838,-74.0111188,ai,uncorroborated
M13,"246 5th Ave, Floor 5",New York,NY,10001,40.7446518,-73.9875526,ai,uncorroborated
M2 MANAGEMENT,,,,,,,,
M2G,,,,,,,,
M2G CONSULTING,,,,,,,,
MA DENTAL,,,,,,,,
MA'AYANOT YESHIVA HIGH SCHOOL FOR GIRLS,1500 Palisade Avenue,Teaneck,NJ,07666,40.905273,-74.003985,manual,verified
MAB,,,,,,,,
MAC WHOLESALE,,,,,,,,
MACANDREWS&FORBES HOLDINGS,"5 Hanover Square, 27th Floor",New York,NY,10004,40.704919,-74.0093135,ai,uncorroborated
MACARTHUR HOLDINGS,,,,,,,,
MACK REAL ESTATE,,,,,,,,
MACKE WATER SYSTEMS,6110 Pioneer Pkwy,Plano,TX,75093,33.0136764,-96.6925096,ai,uncorroborated
MACKENZIE HUGHES LLP,"440 South Warren Street, Suite 400",Syracuse,NY,13202,43.0459326,-76.1511227,ai,grounded
MACKS FAMILY OFFICE,,,,,,,,
MACKSEN CO,,,,,,,,
MACTAS & ALPER,"135 W 29th St, Suite 606",New York,NY,10001,40.7473706,-73.991504,ai,corroborated
MACYS,7 West 7th Street,Cincinnati,OH,45202,39.1032395,-84.514141,ai,uncorroborated
MADALUXE GROUP,,,,,,,,
MADDAHI WEALTH,,,,,,,,
MADDIN HAUSER,"28411 Northwestern Hwy, Suite 500",Southfield,MI,48034,42.4733689,-83.2218731,ai,corroborated
MADISON DEARBORN PARTNERS,"70 W Madison St, Suite 4600",Chicago,IL,60602,41.8823349,-87.6300019,ai,grounded
MADISON ELECTRIC CO,31855 Van Dyke Ave,Warren,MI,48093,42.5271262,-83.0302448,ai,grounded
MADISON REALTY CAPITAL,"485 Madison Ave, 11th Floor",New York,NY,10022,40.7588081,-73.9744706,ai,corroborated
MADISON TITLE,1771 Madison Ave,Lakewood,NJ,08701,40.108982,-74.2193782,ai,corroborated
MADISON WEALTH MANAGEMENT,"7755 Montgomery Road, Suite 510",Cincinnati,OH,45236,39.1894491,-84.4116975,ai,grounded
MAGELLAN DEVELOPMENT,225 N. Columbus Drive Suite 100,Chicago,IL,60601,41.8863356,-87.6199063,ai,grounded
MAGELLAN MIDSTREAM PARTNERS,"One Williams Center, 101 E 2nd Street",Tulsa,OK,74172,36.1563122,-95.9927516,ai,grounded
MAGEN DAVID HIGH SCHOOL,222 Kinderkamack Rd,River Edge,NJ,07661,40.9128249,-74.0362539,ai,corroborated
MAGIC,,,,,,,,
MAGIC CITY CASINO,450 NW 37th Ave,Miami,FL,33125,25.7764606,-80.2568386,ai,corroborated
MAGIC COTTAGE PRESCHOOL,1427 11th Ave,San Francisco,CA,94122,37.7615344,-122.4685559,ai,grounded
MAGIC LANTERN VENTURES,,Davie,FL,33324,,,,
MAGIC PLANT FARMS,,,,,,,,
MAGNET,45 Rockefeller Plaza,New York,NY,10111,40.7592576,-73.9799569,ai,uncorroborated
MAGNETIC,,,,,,,,
MAGNETIC ME,,,,,,,,
MAGNITE,"1250 Broadway, 9th Floor",New York,NY,10001,40.747666,-73.9878545,ai,grounded
MAGNOLIA MARKETING LLC,524 Metairie Road,Metairie,LA,70005,29.9860305,-90.1297917,manual,verified
MAH ASSOCIATES LLC,,,,,,,,
MAH COACH,,,,,,,,
MAHAAI PROPERTIES LLC,,,,,,,,
MAI CAPITAL MANAGEMENT LLC,"6050 OAK TREE BLVD, SUITE 500",CLEVELAND,OH,44131,41.3984944,-81.6351697,ai,grounded
MAIDENBAUM & STERNBERG,"1500 Broadway, 38th Floor",New York,NY,10036,40.7568024,-73.985668,ai,corroborated
MAIMONIDES,4802 Tilden Avenue,Brooklyn,NY,11203,40.6479907,-73.9317556,ai,uncorroborated
MAIMONIDES HOSPITAL,4802 10th Ave,Brooklyn,NY,11219,40.6394203,-73.9981068,ai,corroborated
MAIMONIDES SCHOOL,34 Ocean Ave,Brooklyn,NY,11218,40.6624867,-73.9630968,ai,uncorroborated
MAIN STREAM ENTERPRISES,,,,,,,,
MAIN STREET CONNECT,,,,,,,,
MAJESTIC MANAGEMENT LLC,,,,,,,,
MAJESTIC PROPERTY,,New York,NY,10021,,,,
MAJOR BRANDS INC,3200 Southwest Freeway Suite 2000,Houston,TX,77027,29.7308957,-95.4289492,ai,uncorroborated
MAJORIE JACOBSON,55 West 39th Street,New York,NY,10018,40.7523912,-73.9839779,ai,uncorroborated
MAKE TECHNOLOGY LLC,,,,,,,,
MAKOM NY,112 West 88th Street,New York,NY,10024,40.7878644,-73.9718822,ai,corroborated
MAKOM REAL EESTATE,,,,,,,,
MALACHITE GROUP,,,,,,,,
MALCO INDUSTRIES INC,1700 Malco Dr,Searcy,AR,72143,35.2506406,-91.7362488,ai,uncorroborated
MALL OF AMERICA,60 E Broadway,Bloomington,MN,55425,44.8550204,-93.2421195,ai,corroborated
MALLARD INVESTMENTS INC,"28601 Chagrin Boulevard, Suite 410",Cleveland,OH,44122,41.5008217,-81.5369108,manual,verified
MALLERY & STERN,11 Hanover Square,New York,NY,10005,40.7051494,-74.0088485,ai,uncorroborated
"MALLERY & STERN, LAW CORP","One Embarcadero Center, Suite 500",San Francisco,CA,94111,37.7944882,-122.3996223,ai,corroborated
MALLOY MANAGEMENT,,,,,,,,
MALTZ MUSEUM,2929 Richmond Road,Beachwood,OH,44122,41.479176,-81.497654,ai,corroborated
MALWABYRETES,,,,,,,,
MAMA LION PRODUCTIONS,,,,,,,,
MAMERONECK HIGH SCHOOL,1000 Weaver Street,Mamaroneck,NY,10543,40.9651165,-73.7734487,ai,corroborated
MAMIYE BROS INC,"1385 Broadway, 18th Floor",New York,NY,10018,40.7527004,-73.9875655,ai,grounded
MANAGEMENT CONSULTANT,,,,,,,,
MANAGEMENT SYSTEMS CONSULTING,1200 E. Glen Ave,Peoria Heights,IL,61616,40.74624,-89.57585,ai,uncorroborated
MANASSEH GILL,,,,,,,,
MANATT PHELPS,"2049 Century Park East, 14th Floor",Los Angeles,CA,90067,34.0587104,-118.4127848,ai,corroborated
MANATT PHELPS & PHILLIPS,"2049 Century Park East, 14th Floor",Los Angeles,CA,90067,34.0587104,-118.4127848,ai,corroborated
MANAUS,,,,,,,,
MANCHESTER PODIATRY CENTER,3415 S Manchester Ave,Los Angeles,CA,90019,34.0536909,-118.242766,ai,uncorroborated
MANDELBAUM,,,,,,,,
MANEKIN LLC,,,,,,,,
"MANESH & MIZRAHI, APLC","1801 Century Park East, Suite 2400",Los Angeles,CA,90067,34.0621057,-118.4159357,ai,corroborated
MANET,,,,,,,,
MANHATTAN SPECIALTY CARE,"630 Fifth Avenue, Suite 2",New York,NY,10111,40.9201941,-73.8045387,ai,corroborated
MANI BROTHERS,"9200 Sunset Boulevard, Suite 555",West Hollywood,CA,90069,34.0899924,-118.3924988,ai,grounded
MANIV,"10880 Wilshire Blvd, Suite 900",Los Angeles,CA,90024,34.058617,-118.4432767,ai,uncorroborated
MANJ,,,,,,,,
MANN MARSHALL,,,,,,,,
MANN TRAVELS,,,,,,,,
MANUFACTURING EFFICIENCY INC,,,,,,,,
MAPLE HILL REAL ESTATE INVESTORS,,,,,,,,
MAPLE TREE CAPITAL MANAGEMENT LLC,20 North Wacker Dr Suite 3300,Chicago,IL,60606,41.8827112,-87.6374724,ai,uncorroborated
MAPLE TREE CAPITAL SERVICES LLC,20 North Wacker Dr Suite 3300,Chicago,IL,60606,41.8827112,-87.6374724,ai,uncorroborated
MAPLETON INVESTMENTS,,,,,,,,
MARA FINE ARTS,,,,,,,,
MARATHON ASSETS,,,,,,,,
MARBLE BRIDGE FUNDING GROUP,"1440 Maria Lane, Suite 210",Walnut Creek,CA,94596,37.8926953,-122.0562094,ai,grounded
MARBLEGATE ASSET MANAGEMENT,"5 Greenwich Office Park, Suite 400",Greenwich,CT,06831,41.0264862,-73.6284598,ai,grounded
MARC ADAM & COMPANY,"116 E 27th St, 8th Floor",New York,NY,10016,40.7422938,-73.983837,ai,uncorroborated
MARC BELSKY LTD,,,,,,,,
MARC HAMMER FINANCIAL SERVICES,,,,,,,,
MARC J. BERN & PARTNERS LLP,"245 Park Avenue, 39th Floor",New York,NY,10167,40.7546124,-73.9746719,ai,grounded
MARC M KERNER MD APC,,,,,,,,
MARC PLATT PRODUCTIONS,"150 S Rodeo Drive, Suite 310",Beverly Hills,CA,90212,34.0657561,-118.4009856,ai,corroborated
MARC SHOLES LCSW,,,,,,,,
MARCADIS PLASTIC SURGERY,1225 S Clairemont Ave,Decatur,GA,30030,33.7737582,-84.296069,ai,uncorroborated
MARCADIS SINGER PA,5104 SOUTH WESTSHORE BLVD,TAMPA,FL,33611,27.9449854,-82.4583107,ai,grounded
MARCH,,,,,,,,
MARCHI SMITH & LEVIN,,,,,,,,
MARCMAN SOLUTIONS LLC,,,,,,,,
MARCUM & KLIEGMAN,"750 Third Avenue, 14th Floor",New York,NY,10017,40.7538489,-73.9727152,ai,uncorroborated
MARCUM LLP,"750 Third Avenue, 20th Floor",New York,NY,10017,40.7538489,-73.9727152,ai,corroborated
MARCUS & MILLICHAP,"23975 Park Sorrento, Suite 400",Calabasas,CA,91302,34.1446643,-118.644097,ai,uncorroborated
MARCUS & POLLACK,,,,,,,,
MARGARET MORSE TOURS,,,,,,,,
MARGOLIS EDELSTEIN,"3000 Marcus Avenue, Suite 3W3",Lake Success,NY,11042,40.7588434,-73.6956206,ai,uncorroborated
MARGULES PROPERTIES INC,2000 Executive Dr Suite 340,San Ramon,CA,94583,37.7648021,-121.9544387,ai,uncorroborated
MARIADB,"1995 Broadway, 19th Floor",New York,NY,10023,40.7754478,-73.9826483,ai,corroborated
MARIC INC,,,,,,,,
MARIMED ADVISORS INC,420 Lexington Ave Suite 300,New York,NY,10170,40.7524677,-73.9757799,ai,uncorroborated
MARINA PACIFIC HOTEL & SUITES,1128 Queens Blvd,Long Beach,CA,90802,33.7690164,-118.191604,ai,corroborated
MARINE POLYMER TECHNOLOGY,"461 Boston St, Suite B5",Topsfield,MA,01983,42.6622727,-70.9295182,ai,grounded
MARINE TIGER TECHNOLOGIES,,,,,,,,
MARINER FINANCE,"4800 Falls of Neuse Rd, Suite 100",Raleigh,NC,27609,35.8471195,-78.6140453,ai,uncorroborated
MARINER WEALTH ADVISORS,"5700 W 112th St, Suite 200",Overland Park,KS,66211,38.9253867,-94.6513406,ai,grounded
MARIO E DIAZ & ASSOCIATES,,,,,,,,
"MARION COUNTY, FL",601 SE 25th Ave,Ocala,FL,34471,29.1816892,-82.1025336,ai,corroborated
MARITIME CAPITAL,,,,,,,,
MARJORIE CAPITAL,,,,,,,,
MARK ASSISTANT MANAGEMENT,,,,,,,,
MARK BRUCE INTERNATIONAL,1327 W Clay St,San Antonio,TX,78207,29.4074409,-98.4985138,ai,uncorroborated
"MARK E HYMAN, DDS",63 S Main St,Milford,CT,06460,41.5736873,-73.41019,ai,uncorroborated
MARK FERRER & HAYDEN,,,,,,,,
MARK HOLDINGS LLC,P.O. Box 141,Old Westbury,NY,11568,40.7887113,-73.5995717,ai,grounded
MARK I NOTIS DMD PC,"40 Wall St, Suite 1100",New York,NY,10005,40.7070219,-74.0096669,ai,uncorroborated
MARK IT REALTY GROUP,,,,,,,,
MARK J GERSTEIN CONSULTING LLC,,,,,,,,
MARK SANDERS MD,,,,,,,,
MARK SHERMAN CONSULTING,,,,,,,,
MARKAY MANAGEMENT INC,,,,,,,,
MARKET JD,"222 W Merchandise Mart Plaza, Suite 1212",Chicago,IL,60654,41.8888053,-87.6344719,ai,corroborated
MARKETING ANALYSIS APPLICATIONS,100 Enterprise Drive,Rockville,MD,20850,39.0817985,-77.1516844,ai,uncorroborated
MARKETING COMPANY,,,,,,,,
MARKETING MATTERS,,,,,,,,
MARKETOUCH MEDIA,,,,,,,,
MARKETRESEARCH.COM,"6116 Executive Blvd, Suite 550",Rockville,MD,20852,39.0817985,-77.1516844,ai,grounded
MARKS AND FLEISCHER PA,,,,,,,,
"MARLA GLANZER CURTIS,AIA",,,,,,,,
"MARLENE R BLOOM, PHD",,,,,,,,
MARLENE Z. STANGER IMMIGRATION LAW,,,,,,,,
MARON AND SANDLER,,Santa Monica,CA,90401,,,,
MARQ MEDICAL,2075 San Joaquin Hills Rd,Newport Beach,CA,92660,33.617199,-117.8698141,ai,grounded
MARQETA,"225 Bush Street, Suite 1600",San Francisco,CA,94104,37.7910409,-122.401015,ai,uncorroborated
MARRIOTT INTERNATIONAL,10400 Fernwood Road,Bethesda,MD,20817,39.025389,-77.137079,ai,corroborated
MARS INCORPORATED,900 WILSHIRE DRIVE,MCMLEAN,VA,22101,,,ai,uncorroborated
MARS SCIENCE & DIAGNOSTICS,6885 Elm Street,McLean,VA,22101,38.9373288,-77.1822318,ai,grounded
MARSH MANAGEMENT,,,,,,,,
MARSH MCLENNAN AGENCY,"360 Hamilton Ave, Suite 930",White Plains,NY,10601,41.0347482,-73.766963,ai,grounded
MARSHALL DENNEHEY,"1845 Walnut Street, 21st Floor",Philadelphia,PA,19103,39.9504697,-75.1717913,ai,uncorroborated
MARSHALLS,1 Star Street,Framingham,MA,01702,42.2773177,-71.4165905,ai,uncorroborated
MARTIN FEIN INTERESTS LTD,,,,,,,,
MARTIN MARIETTA,2710 W 10th St,Charlotte,NC,28203,35.2323308,-80.8369949,ai,corroborated
MARTIN TATE MORROW & MARSTON PC,"2100 ROSS AVENUE, SUITE 1600",DALLAS,TX,75201,32.7874484,-96.7975336,ai,uncorroborated
MARTINI CPAS,"15760 Ventura Blvd, 16th Floor",Encino,CA,91436,34.1552716,-118.4762079,ai,corroborated
MARVELLE CO,,,,,,,,
MARVIN ENGINEERING,3001 West Canal Street,Warroad,MN,56763,48.905266,-95.314404,ai,uncorroborated
MARVISTA ENT,"9700 Wilshire Boulevard, 2nd Floor",Beverly Hills,CA,90212,34.0671413,-118.4114332,ai,corroborated
MARX BROTHERS INC,,,,,,,,
MARYLAND HEALTHCARE COMPANY,,,,,,,,
MARYLAND ONCOLOGY HEMATOLOGY,"2013 Greenspring Dr, Suite 400",Timonium,MD,21093,39.4364859,-76.6301488,ai,corroborated
MARYLAND SPINE SPECIALISTS,"11111 McCormick Rd, Suite 1700",Hunt Valley,MD,21031,39.4962709,-76.6542571,ai,corroborated
MARYLAND TREATMENT CENTERS INC,"901 N. GARFIELD AVENUE, SUITE 8",CAMP HILL,PA,17011,40.2398118,-76.9199742,ai,uncorroborated
MARYLAND VOTES FOR ANIMALS,1211 Cathedral Street,Baltimore,MD,21201,39.3040192,-76.6182424,ai,uncorroborated
MARYS MERCY CENTER,641 Roberds Ave N,San Bernardino,CA,92411,34.1105968,-117.3173781,ai,grounded
MARYVILLE UNIVERSITY,650 Maryville University Dr,Saint Louis,MO,63141,38.6458826,-90.5043057,ai,corroborated
MARZET,,,,,,,,
MAS,,,,,,,,
MAS DEVELOPMENT,"2875 NE 191st Street, Suite 305",Aventura,FL,33180,25.9528231,-80.1433747,ai,grounded
MASA ISRAEL JOURNEY,"633 Third Ave, 24th Floor",New York,NY,10017,40.8088444,-73.9303577,ai,uncorroborated
MASCOT LABEL GROUP NA,7000 Richfield Pkwy,Columbus,OH,43209,39.9622601,-83.0007065,ai,uncorroborated
MASCOT RECORDS,118 E 28th St Suite 701,New York,NY,10016,40.7428621,-73.9832431,ai,grounded
MASLON LLP,"90 S 7th St, Suite 3300",Minneapolis,MN,55402,44.9768732,-93.2709098,ai,corroborated
"MASON, WENK & BERMAN",1901 N Moore St Suite 100,Arlington,VA,22209,38.897259,-77.071398,ai,uncorroborated
MASS,,,,,,,,
MASS ENT ASSOCIATES,"55 Fruit St, Suite 3A",Boston,MA,02114,42.3628605,-71.068753,ai,corroborated
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,77 Massachusetts Avenue,Cambridge,MA,02139,42.3592593,-71.0933625,ai,corroborated
MASSACHUSETTS MATERIALS TECHNOLOGIES,40 Sylvan Rd,Waltham,MA,02451,42.3962687,-71.2730055,ai,corroborated
MASSBAY COMMUNITY COLLEGE,50 Oakland St,Wellesley Hills,MA,02481,42.3124286,-71.2637772,ai,corroborated
MASSGENERAL BRIGHAM,399 Revolutionary Dr,Boston,MA,02129,42.3588336,-71.0578303,ai,corroborated
MASSMUTUAL,1 Financial Plaza,Springfield,MA,01111,42.1018764,-72.5886727,ai,grounded
MASTER & DYNAMIC,"60 Madison Ave, 2nd Floor",New York,NY,10010,40.7432572,-73.9864215,ai,corroborated
MASTERCARD,2000 Purchase St,Purchase,NY,10577,41.0253802,-73.7131634,ai,corroborated
MASTERCLASS,"1 Letterman Dr, Building D, Suite 75",San Francisco,CA,94129,37.7879363,-122.4075201,ai,corroborated
MATCHMASTER,3750 S. Broadway Pl,Los Angeles,CA,90007,34.0130054,-118.4953214,manual,verified
MATEL REALTY LLC,,,,,,,,
MATHEMATICA,"600 Alexander Park, Suite 100",Princeton,NJ,08540,40.3215402,-74.633843,ai,uncorroborated
MATHES VIDEO PRODUCTION,,,,,,,,
MATRIX EQUITIES,"30000 Chagrin Road, Suite 200",Cleveland,OH,44124,41.5008217,-81.5369108,ai,grounded
MATRIX INVESTMENTS LLC,"30000 Chagrin Road, Suite 200",Cleveland,OH,44124,41.5008217,-81.5369108,ai,grounded
MATRIX PARTNERS,"535 Mission Street, Suite 2600",San Francisco,CA,94105,37.7888591,-122.3981311,ai,grounded
MATRIX PETROLEUM,"4200 Westheimer Rd, Suite 700",Houston,TX,77027,29.7420378,-95.4498199,ai,uncorroborated
MATSUSHITA AVIONICS SYSTEMS,1 Panasonic Way,Secaucus,NJ,07094,40.7613294,-74.0757547,ai,uncorroborated
MATTEL,333 Continental Boulevard,El Segundo,CA,90245,33.9203624,-118.3914024,ai,corroborated
MATTHEW A BERGER MD PC,,,,,,,,
MATTHEW BALDWIN ASSOCIATES,,,,,,,,
MATTHEWS & CO,"270 Madison Avenue, 16th Floor",New York,NY,10016,40.7512394,-73.9808787,ai,grounded
MAUTS DISCOUNT TIRE,,,,,,,,
MAVEN MANAGEMENT,"200 Park Ave S, 9th Floor",New York,NY,10003,40.7368886,-73.9892348,ai,uncorroborated
MAVEN VENTURES,3340 Hillview Avenue,Palo Alto,CA,94304,37.4052194,-122.1462805,manual,verified
MAVERICK VALUE,"600 Lexington Ave, 26th Floor",New York,NY,10022,40.7580277,-73.9714246,ai,uncorroborated
MAX HOSPITALITY,"2000 Town Center, Suite 320",Southfield,MI,48075,42.4768345,-83.245751,ai,uncorroborated
MAX KING REALTY,,,,,,,,
MAX PAWN LUXURY,,,,,,,,
MAXAR TECHNOLOGIES,"1300 North 17th Street, Suite 1200",Arlington,VA,22209,38.8937444,-77.0724957,ai,uncorroborated
MAXICARE,"85 Executive Drive, Suite 300",Billerica,MA,01821,42.5854563,-71.3079396,ai,uncorroborated
MAXIM LIGHTING,253 N Vineland Ave,City of Industry,CA,91746,34.0525838,-117.9879858,ai,grounded
MAXIMUMHOMECARE,,,,,,,,
MAXIMUS,"18901 Pennsylvania Parkway, Suite 300",Huntington Beach,CA,92648,33.6783336,-118.000016,ai,uncorroborated
MAXX PROPERTIES,600 Mamaroneck Ave,Harrison,NY,10528,40.9811348,-73.7430204,ai,corroborated
MAXXAM LLC,"909 Fannin Street, Suite 2130",Houston,TX,77010,29.7562118,-95.3632783,ai,uncorroborated
MAYAN PROPERTIES INC,,,,,,,,
MAYBERG FOUNDATION,,,,,,,,
MAYER & SCHWEITZER,"555 W 5th St, Suite 3100",Los Angeles,CA,90013,34.0500816,-118.2534063,ai,uncorroborated
MAYER BROWN,71 South Wacker Drive,Chicago,IL,60606,41.8809989,-87.6360442,ai,grounded
MAYERS ELECTRIC CO. INC,1400 WASHINGTON AVE,ALTOONA,PA,16602,40.514886,-78.408502,ai,uncorroborated
MAYERSON JCC,3301 N 60th St,Milwaukee,WI,53216,43.079795,-87.9873203,ai,uncorroborated
MAYO,200 1st St SW,Rochester,MN,55905,44.0228985,-92.4668375,ai,grounded
MAYO CLINIC,200 First Street SW,Rochester,MN,55905,44.0234387,-92.4630182,ai,corroborated
MAZEL COMPANY,,,,,,,,
MAZIE SLATER KATZ & FREEMAN,"555 8th Ave, 13th Floor",New York,NY,10018,40.7545942,-73.9919446,ai,uncorroborated
MB DAVIS GROUP,,Austin,TX,78701,,,,
MB FOOD,,,,,,,,
MB REAL ESTATE,"600 Lexington Avenue, 7th Floor",New York,NY,10022,40.7580277,-73.9714246,ai,uncorroborated
MBF CLEARING CORP,"One Exchange Plaza, 55 Broadway, 3rd Floor",New York,NY,10006,40.7068408,-74.013042,ai,uncorroborated
MBHB,"114 Sansome Street, Suite 400",San Francisco,CA,94104,37.7914708,-122.4006714,ai,uncorroborated
MBIA,113 King Street,Armonk,NY,10504,41.0911972,-73.7246783,ai,corroborated
MBL CONSULTING,,,,,,,,
MC CREDIT PARTNERS,"200 Park Ave, 41st Floor",New York,NY,10166,40.7536135,-73.97658,ai,corroborated
MC FLOORING,,,,,,,,
MCA FINANCIAL,4909 North 44th Street,Phoenix,AZ,85018,33.508406,-111.986369,ai,grounded
MCA SOLUTIONS,"1100 North Market St, Suite 1300",Wilmington,DE,19801,39.746521,-75.547019,ai,uncorroborated
MCC,245 Park Ave,New York,NY,10167,40.7546124,-73.9746719,ai,corroborated
MCCABE RABIN,"3250 NE 1st Ave, Suite 500",Miami,FL,33137,25.8070937,-80.1934192,ai,uncorroborated
MCCARTER & ENGLISH LLP,"Four Gateway Center, 100 Mulberry St",Newark,NJ,07102,40.735657,-74.1723667,ai,grounded
"MCCARTHY, LEONARD & KAEMMERER",,,,,,,,
MCCC,,,,,,,,
MCCOURT GLOBAL,"1299 Ocean Avenue, Suite 900",Santa Monica,CA,90401,34.0162043,-118.4993888,ai,uncorroborated
MCCP INVESTMENTS,,,,,,,,
MCCSC,,,,,,,,
MCDERMOTT WILL & EMERY LLP,444 West Lake Street,Chicago,IL,60606,41.8861713,-87.6394541,manual,verified
MCDONALD HOPKINS LLC,"600 Superior Avenue East, Suite 2100",Cleveland,OH,44114,41.5013046,-81.6896268,ai,uncorroborated
MCDONALDS,110 N. Carpenter Street,Chicago,IL,60607,41.8836145,-87.6537799,ai,corroborated
MCG ENERGY SOLUTIONS LLC,,,,,,,,
MCGUIRE WOODS. BECKERS HEALTHCARE,800 East Canal Street,Richmond,VA,23219,37.537195,-77.438049,ai,grounded
MCGUIREWOODS,"Gateway Plaza, 800 East Canal Street",Richmond,VA,23219,37.537195,-77.438049,ai,grounded
MCH,,,,,,,,
MCJ JEWELS,,,,,,,,
MCJ VINTAGE,,,,,,,,
MCK,250 Greenwich Street,New York,NY,10007,40.713324,-74.012095,ai,corroborated
MCKINLEY ASSOCIATES INC,"320 N Main St, Suite 200",Ann Arbor,MI,48104,42.2839101,-83.7480047,manual,verified
MCKINNEY PROPERTIES,1717 Penn Avenue Suite 5015,Pittsburgh,PA,15221,40.4441751,-79.8658607,ai,grounded
MCKINSEY,711 Third Avenue,New York,NY,10017,40.7521472,-73.9729112,ai,corroborated
MCKNIGHT DEVELOPMENT,,,,,,,,
MCM EQUITIES,,,,,,,,
MCM HOLDINGS LLC,1185 Avenue of the Americas,New York,NY,10036,40.7578147,-73.982208,ai,uncorroborated
MCMASTER-CARR,600 County Line Road,Elmhurst,IL,60126,41.9156701,-87.9252678,ai,corroborated
MCMG MANAGEMENT,,,,,,,,
"MCMURRAY, RUSS, ET AL",,,,,,,,
MCNAUL,"600 Stewart St, Suite 901",Seattle,WA,98101,47.6097242,-122.332144,ai,corroborated
MCNAUL EBEL,"600 University Street, Suite 2700",Seattle,WA,98101,47.6038321,-122.330062,ai,corroborated
MCO,3400 South West 145th Avenue,Davie,FL,33330,26.0628665,-80.2331038,ai,uncorroborated
MCOL,,,,,,,,
MCPS,"451 Hungerford Drive, Suite 100",Rockville,MD,20850,39.0890879,-77.1516765,ai,corroborated
MCPS-MD,"A. I. DuPont Building, 4800 Hampden Lane",Bethesda,MD,20814,38.9846816,-77.0942447,ai,corroborated
MCR LLC,"600 Anton Boulevard, Suite 2000",Costa Mesa,CA,92626,33.6907796,-117.8814284,ai,corroborated
MCS,,,,,,,,
MCSO,,,,,,,,
MCVAN INC,,,,,,,,
MD ANDERSON CANCER CENTER,1515 Holcombe Blvd,Houston,TX,77030,29.7076703,-95.3978436,ai,corroborated
MD CENTER OS AND DENTAL IMPLANTS,,,,,,,,
MD NOW,"3750 NW 97th Avenue, Suite 200",Doral,FL,33178,25.8190258,-80.3535055,ai,corroborated
MD PROPERTIES,,,,,,,,
MD SQUARED PROPERTY GROUP,,,,,,,,
MD STRUCTURAL,,,,,,,,
MDA,4550 Agate Court,Boulder,CO,80301,40.0149856,-105.270545,ai,uncorroborated
MDA SYSTEMS INC,,,,,,,,
MDC HOLDINGS,"4350 South Monaco Street, Suite 500",Denver,CO,80237,39.6358283,-104.9107604,ai,grounded
MDCPS,1450 NE 2nd Ave,Miami,FL,33132,25.7890489,-80.1910248,ai,corroborated
MDEMDPC,,,,,,,,
MDESIGN,,,,,,,,
MDG GLOBAL,,,,,,,,
MDK & ASSC,,,,,,,,
MDVIP INC,"4950 Communication Avenue, Suite 100",Boca Raton,FL,33431,26.3909066,-80.1112454,manual,verified
MDZ PROPERTIES,3373 Westwind Dr,Ozark,MO,65721,37.0207065,-93.2052833,ai,uncorroborated
MEADOW VETERINARIAN,,,,,,,,
MEATEATER,131 Discovery Dr,Bozeman,MT,59718,45.6794293,-111.044047,ai,grounded
MECHANICAL SERVICES OF CENTRAL FLORIDA,1460 Eisenhower Blvd,Tallahassee,FL,32304,30.4380832,-84.2809332,ai,corroborated
MECKLENBURG RADIOLOGY ASSOCIATES,,,,,,,,
MEDALLIA,"9 West 57th Street, 30th Floor",New York,NY,10019,40.7638353,-73.9749533,ai,uncorroborated
MEDCAN HEALTH MANAGEMENT,,,,,,,,
MEDIA RIGHTS CAPITAL,"1450 3rd Street Promenade, Suite 300",Santa Monica,CA,90401,34.0149289,-118.4953526,ai,corroborated
MEDIATORS MEDIATION,,,,,,,,
MEDICA,"401 Carlson Parkway, Suite 900",Minneapolis,MN,55447,44.9772995,-93.2654692,ai,corroborated
MEDICAL CENTER,,,,,,,,
MEDICAL DOCTOR,,,,,,,,
