employer,n_rows,status,old_address,old_state,new_address,new_state,donor_states
JCRC OF GREATER WASHINGTON,2,corrected,"2025 E Street NW, Suite 360, Washington, DC",DC,"6101 Executive Boulevard, Suite 300",MD,VA:2
JACOBSON EQUITIES,2,corrected,"200 Park Avenue South, 6th Floor, New York, NY",NY,"12121 Wilshire Blvd, Suite 700",CA,CA:2
IQHQ,2,corrected,"1800 K Street NW, Suite 1000, Washington, DC",DC,"674 Via de la Valle, Suite 206",CA,CA:2
JE RICHARDS,2,corrected,"9107 N IH 35, Suite 200, Austin, TX",TX,"4600 Hargrove Drive, Suite 100",MD,SD:2
JELMARLLC.COB,2,confirmed,5550 W. Touhy Ave Suite 200,IL,,,FL:2
J.M. EDBERG INVESTMENT MANAGEMENT,2,corrected,"111 Wood Ave S, Suite 210, Iselin, NJ",NJ,6206 Landon Lane,MD,MD:2
JESCO FOOTWEAR,2,corrected,"70 Harristown Road, Glen Rock, NJ",NJ,"209 W 38th Street, Suite 1110",NY,NY:2
JORDAN RIVER MOVING,2,corrected,"695 West 200 North, Providence, UT",UT,"12515 Willows Rd NE, Suite 220",WA,WA:2
JONCOCO,2,corrected,"75 Rockefeller Plaza, 2nd Floor, New York, NY",NY,"17701 Biscayne Blvd, Suite 200",FL,FL:2
KAFTAN MANAGEMENT,2,corrected,"1298 Union Turnpike, New Hyde Park, NY",NY,"29100 Northwestern Hwy, Suite 260",MI,MI:2
KAP'S WHOLESALE FOODS,2,corrected,"4065 North Illinois Route 83, Arlington Heights, IL",IL,1300 Maple Street,MI,MI:2
JTS,2,corrected,"801 W 31st St, Chicago, IL",IL,5310 S. Cockrell Hill Road,TX,SC:2
KAWA CAPITAL MANAGEMENT,2,corrected,"1999 Avenue of the Stars, Suite 1100, Los Angeles, CA",CA,"1010 S. Federal Highway, Suite 2900",FL,FL:2
KELLER POSTMAN,2,corrected,"10 Courthouse Square, Suite 600, Providence, RI",RI,"150 N. Riverside Plaza, Suite 4100",IL,IL:2
KAPLAN,2,corrected,"999 Third Avenue, Suite 3200, Seattle, WA",WA,1515 West Cypress Creek Road,FL,FL:2
KEM KREST,2,corrected,"455 S La Salle Street, Suite 1900, Chicago, IL",IL,3221 Magnum Dr.,IN,IN:2
KENNEDY WILSON,2,corrected,"19 Story Street, Boston, MA",MA,151 S. El Camino Dr.,CA,CA:2
KLUGER KAPLAN,2,corrected,"850 Third Avenue, New York, NY",NY,"201 S. Biscayne Blvd., Suite 1800",FL,FL:2
KINSOR MANAGEMENT,2,corrected,"70 West Madison Street, Chicago, IL",IL,1169 Ocean Avenue,NY,NY:2
KNISH SHOP,2,corrected,"189 Atlantic Avenue, Brooklyn, NY",NY,508 Reisterstown Rd,MD,MD:2
KENTWOOD,2,confirmed,4900 Breton Rd SE,MI,,,CO:2
KHC,2,confirmed,one PPG Place,PA,,,NJ:2
KORNWASSER REALTY ADVISORS,2,corrected,"305 Madison Ave, New York, NY",NY,8222 Melrose Ave Ste 300,CA,CA:2
KW REALTY,2,confirmed,"1221 South Mopac Expressway, Suite 400",TX,,,NY:2
L3HARRIS,2,confirmed,1025 W. NASA Boulevard,FL,,,NY:1; OH:1
KYNDRYL,2,confirmed,350 Park Avenue,NY,,,NJ:1; IL:1
KSL GLOBAL MARKET RESEARCH,2,corrected,"1111 3rd Avenue, Suite 2000, Seattle, WA",WA,"6614 Clayton Rd, Suite 182",MO,MO:2
LATHROP GAGE,2,confirmed,"2345 Grand Blvd, Suite 2200",MO,,,CA:2
LANDING POINT,2,corrected,"1209 Orange St, Wilmington, DE",DE,"2 Grand Central Tower, 140 E. 45th Street, 20th Floor",NY,NY:2
LEXICON STRATEGIES,2,corrected,"25 Broadway, 9th Floor, New York, NY",NY,"3017 Bolling Way NE, Suite 226",GA,GA:2
LAW OFFICES AND BERSHIRE HATHAWAY,2,confirmed,3555 Farnam Street,NE,,,NJ:2
LAUREATE MEDICAL GROUP,2,corrected,"1111 S Arroyo Parkway, Suite 350, Pasadena, CA",CA,"3400 Old Milton Parkway, Building C, Suite 500",GA,GA:2
LONGVIEW ASSET MANAGEMENT,2,corrected,"200 Clarendon Street, 54th Floor, Boston, MA",MA,222 North LaSalle Street,IL,IL:2
LOWEY LAW FIRM,2,confirmed,1 North Lexington Avenue,NY,,,TX:2
LUNDBECK,2,corrected,"3075 East Via Josephine, Carlsbad, CA",CA,6 Parkway North,IL,FL:2
LINKEDIN,2,confirmed,1000 West Maude Avenue,CA,,,NY:2
MAYO,2,confirmed,200 1st St SW,MN,,,AZ:2
MAXIM LIGHTING,2,corrected,"7 Babcock Rd, Brooklyn, NY",NY,253 N Vineland Ave,CA,CA:2
MEDPACE,2,confirmed,3000 Kenton St,OH,,,NJ:2
MAS DEVELOPMENT,2,corrected,"2800 N. Central Ave, Suite 1600, Phoenix, AZ",AZ,"2875 NE 191st Street, Suite 305",FL,FL:2
MERCK,2,confirmed,2000 Galloping Hill Rd,NJ,,,NY:2
MGA STUDIOS,2,corrected,"545 Broome St, New York, NY",NY,9220 Winnetka Ave,CA,CA:2
MIAMI MARLINS,2,confirmed,501 Marlins Way,FL,,,NY:2
MERIT STREET MEDIA,2,corrected,"280 King of Prussia Rd, Radnor, PA",PA,13600 Heritage Parkway,TX,TX:2
MONROE GROUP,2,corrected,"27-01 Queens Plaza N, 5th Floor, Long Island City, NY",NY,6875 East Evans Ave,CO,CO:2
MISSION PEAK CAPITAL,2,corrected,"55 Francisco St, Suite 350, San Francisco, CA",CA,1908 Main St,MO,KS:2
MMA,2,corrected,"950 17th St, Suite 2600, Denver, CO",CO,"360 Hamilton Ave, Suite 930",NY,TX:2
MONTEREY BAY LABS,2,confirmed,"MBARI, 7700 Sandholdt Rd",CA,,,AZ:2
MOSAIC DENTAL COLLECTIVE,2,corrected,"4100 Westheimer Road, Suite 320, Houston, TX",TX,"16703 SE McGillivray Blvd, Ste 200",WA,WA:2
MOZAIC SENIOR LIFE,2,corrected,"500 E Broward Blvd, Suite 1500, Fort Lauderdale, FL",FL,4200 Park Avenue,CT,CT:2
MREG,2,corrected,"1 N Franklin St, Chicago, IL",IL,"60 Columbus Circle, 20th Floor",NY,NY:2
MZ CAPITAL PARTNERS,2,corrected,"600 Lexington Avenue, New York, NY",NY,"400 Skokie Blvd, Suite 580",IL,IL:2
NEC,2,corrected,"4 Independence Way, Princeton, NJ",NJ,3929 W. John Carpenter Freeway,TX,FL:2
NEW HAVEN COMPANIES,2,corrected,"1 Technology Dr, West Haven, CT",CT,3951 SW 30th Ave,FL,FL:2
NEW HORIZONS,2,confirmed,"100 Cummings Center, Suite 307-A",MA,,,FL:2
NATIONAL APARTMENT PARTNERS,2,corrected,"1015 18th St NW, Suite 700, Washington, DC",DC,1528 Shermer Rd,IL,IL:2
NEXTGEN APARTMENTS,2,corrected,"1800 Century Park E, Suite 100, Los Angeles, CA",CA,"14201 N 87th St, Suite B121",AZ,AZ:2
NEXT TERRA CAPITAL,2,unknown,"40 Wall St, 28th Floor",NY,,,FL:2
NFI,2,corrected,"4240 Sherwin Rd, Schaumburg, IL",IL,2 Cooper Street,NJ,TX:2
"NFP, AN AON COMPANY",2,confirmed,200 Park Avenue South,NY,,,MD:2
OES GLOBAL,2,corrected,"50 John F Kennedy Pkwy, Suite 250, Short Hills, NJ",NJ,1935 NW 18th Street,FL,FL:2
NORTH AMERICAN DEVELOPMENT GROUP,2,corrected,"2201 West Plano Pkwy, Suite 100, Plano, TX",TX,"360 South Rosemary Avenue, Suite 400",FL,FL:2
NW RADIOLOGY ASSOCIATED,2,corrected,"1500 N 4th St, Bismarck, ND",ND,800 W Central Rd,IL,IL:2
OLD CITY CAPITAL,2,corrected,"1730 Market St, Suite 1510, Philadelphia, PA",PA,"589 5th Avenue, PH",NY,NY:2
OAKMONT CAPITAL,2,corrected,"540 Maryville University Dr, St. Louis, MO",MO,640 S San Vicente Blvd Ste 350,CA,CA:2
ONEOAK CAPITAL,2,confirmed,"560 Lexington Avenue, 15th Floor",NY,,,NC:2
ORACLE AMERICA,2,confirmed,500 Oracle Parkway,CA,,,FL:2
OSU,2,corrected,"200 Administration Building, 301 N. Doan Mall, Stillwater, OK",OK,"15 East 15th Avenue, Fifth Floor (University Square South)",OH,OH:2
ORANGE DENTAL PARTNERS,2,corrected,"1386 N Glassell St, Suite 300, Orange, CA",CA,1212 US Highway 1 Unit B,FL,FL:2
ORDORO,2,corrected,"2175 N California Blvd, Suite 800, Walnut Creek, CA",CA,"815 Brazos St, Suite 900",TX,NJ:2
OPENBET,2,unknown,"One Culver Road, Suite 400",NY,,,IL:2
PANOPTO,2,confirmed,"4720 Creekside Dr, Suite 200",PA,,,WA:2
OWEN STEEL COMPANY,2,corrected,"7181 Summers Ave, Youngstown, OH",OH,727 Mauney Drive,SC,SC:2
PAGNY,2,corrected,"180 Mason Circle, Suite 220, Pickerington, OH",OH,"420 Lexington Ave, Suite 1750",NY,NY:2
PCS WIRELESS,2,corrected,"2600 Camino Ramon, Suite 200, San Ramon, CA",CA,11 Vreeland Road,NJ,TX:2
PERATON,2,confirmed,"12901 Worldgate Drive, Suite 600",VA,,,PA:2
PHONETERNET,2,corrected,"7900 Tysons One Place, Suite 1450, McLean, VA",VA,3410 Midcourt Rd Ste 119,TX,TX:2
POLARIS REAL ESTATE PARTNERS,2,corrected,"250 South Clinton Street, Suite 200, Chicago, IL",IL,1388 Sutter Street #1220,CA,CA:2
POKERGO,2,corrected,"1000 West Olympic Boulevard, Los Angeles, CA",CA,6365 Montessouri Street,NV,NV:2
PRIME POLICY GROUP,2,confirmed,"1875 Connecticut Ave NW, Suite 700",DC,,,MD:2
OVIVA THERAPEUTICS,2,corrected,"One Broadway Plaza, Oakland, CA",CA,"289 St. George St., Suite 209",MA,CT:2
POMEROY LIVING,2,corrected,"504 E Edgerton St, Graham, WA",WA,5480 Corporate Dr,MI,MI:2
QUAD PROPERTY GROUP,2,corrected,"201 N Civic Dr #500, Walnut Creek, CA",CA,"224 West 30th Street, Suite 206",NY,NJ:2
PRIZEPICKS,2,corrected,"One Riverway, Suite 1500, Houston, TX",TX,"1055 Howell Mill Rd NW, Suite 1400",GA,VA:2
PROGRESS RESIDENTIAL,2,corrected,"3333 Warrenville Road, Suite 200, Lisle, IL",IL,7500 N Dobson Rd Suite 300,AZ,TX:2
RABBINICAL COUNCIL CA,2,corrected,"305 Seventh Avenue, New York, NY",NY,3780 Wilshire Blvd Suite 420,CA,CA:2
RAZORFISH,2,corrected,"10 Almaden Boulevard, Suite 600, San Jose, CA",CA,375 Hudson Street,NY,NY:2
RANGE MEDIA PARTNERS,2,corrected,"1100 New York Ave NW, Washington, DC",DC,2425 Michigan Ave,CA,CA:2
RATNER STEEL,2,corrected,"2700 Armitage Ave, Bronx, NY",NY,2500 West County Road B,MN,MN:2
REALTYMARK,2,corrected,"7090 DTC Parkway, Suite 200, Greenwood Village, CO",CO,2250 Terwood Drive,PA,PA:2
REDEMPTION BANK,2,corrected,"7290 Ambassador Caffery Pkwy., Ste. A, Lafayette, LA",LA,2020 East Murray Holladay Road,UT,MI:2
REFRIGIWEAR,2,corrected,"1 RefrigiWear Drive, Marlboro, NY",NY,54 Breakstone Drive,GA,GA:2
REMAX PREMIER ASSOCIATES,2,corrected,"5075 N 40th St, Suite 210, Phoenix, AZ",AZ,6 Church Ln,MD,MD:2
REMAX ALLEGIANCE,2,corrected,"5075 North 40th Street, Suite 210, Phoenix, AZ",AZ,6084 Franconia Rd Suite A,VA,VA:2
RAINEN COMPANIES,2,corrected,"30 N LaSalle St, Chicago, IL",IL,"215 West Pershing Rd, Suite 1010",MO,KS:1; FL:1
REDWOOD CAPITAL MANAGEMENT,2,corrected,"601 Montgomery St., Ste. 2200, San Francisco, CA",CA,"250 West 55th Street, 26th Floor",NY,NJ:2
RETAIL MANAGEMENT SERVICES,2,corrected,"2000 Town Center, Suite 1900, Southfield, MI",MI,11540 E US HIGHWAY 92,FL,GA:2
REVERENCE CAPITAL PARTNERS,2,corrected,"225 West Wacker Drive, Suite 1400, Chicago, IL",IL,590 Madison Avenue,NY,NY:2
RETINA VITREOUS ASSOCIATES,2,corrected,"8301 E Prentice Ave, Suite 103, Greenwood Village, CO",CO,"1245 Wilshire Blvd, Ste 380",CA,CA:2
REXFORD INDUSTRIAL,2,corrected,"155 N. Wacker Drive, Suite 2323, Chicago, IL",IL,"11620 Wilshire Boulevard, Suite 1000",CA,CA:2
RHP PROPERTIES,2,corrected,"101 Montgomery Street, Suite 1000, San Francisco, CA",CA,31200 Northwestern Hwy,MI,MI:2
RGP,2,corrected,"4 Embarcadero Center, Suite 1000, San Francisco, CA",CA,"15950 North Dallas Parkway, Suite 330",TX,NJ:2
RIVERON,2,corrected,"1101 Pennsylvania Avenue NW, Suite 400, Washington, DC",DC,"2515 McKinney Avenue, 16th Floor",TX,CO:2
ROOSEVELT PAPER,2,confirmed,1 Roosevelt Dr,NJ,,,PA:2
ROCKEFELLER GLOBAL FAMILY OFFICE,2,confirmed,45 Rockefeller Plaza,NY,,,FL:1; NJ:1
RMS INVESTMENT GROUP,2,corrected,"100 Crescent Ct, Suite 700, Dallas, TX",TX,"3401 Tuttle Road, Suite 350",OH,OH:2
RIVERPARK CAPITAL,2,confirmed,"477 Madison Avenue, 6th Floor",NY,,,FL:2
RJC,2,corrected,"200 South Biscayne Blvd, Suite 3300, Miami, FL",FL,"50 F Street NW, Suite 100",DC,NY:1; CA:1
SCHREIBER ALLERGY,2,corrected,"329 E. 80th Street, Suite 1, New York, NY",NY,"9601 Blackwell Road, Suite 350",MD,MD:2
SALISBURY MANAGEMENT,2,corrected,"2700 Post Oak Blvd Suite 1400, Houston, TX",TX,23 Walker Ave,MD,MD:2
SEMINOLE INVESTMENT MANAGEMENT,2,corrected,"125 South Orange Avenue, Suite 1700, Orlando, FL",FL,"55 Post Road West, Third Floor",CT,CT:2
SALZBERG LAW OFFICE,2,corrected,"100 Garden City Plaza Suite 300, Garden City, NY",NY,2725 1/2 Lowell Blvd,CO,CO:2
ROSENBERG AUTOMOTIVE HOLDINGS,2,unknown,"6600 N Scottsdale Rd, Suite 200",AZ,,,MA:2
SEMPRE CAPITAL,2,unknown,"750 Lexington Ave, 14th Floor",NY,,,MI:2
SHAKER RECRUITMENT MARKETING,2,corrected,"2372 Morse Ave, Akron, OH",OH,1100 Lake Street,IL,FL:2
RRC,2,unknown,"1221 McKinney St., Suite 2300",TX,,,CA:2
SESAME MEDITERRANEAN GRILL,2,corrected,"75 9th Ave, New York, NY",NY,15233 Ventura Blvd Ste 230,CA,CA:2
SGWS,2,corrected,"148 State Route 31, Flanders, NJ",NJ,1600 NW 163rd St,FL,FL:2
SKLAR KIRSH,2,corrected,"777 Third Avenue, Suite 2800, New York, NY",NY,"1850 Sawtelle Blvd, Suite 300",CA,CA:2
SHERMAN RESIDENTIAL,2,corrected,"700 South Flower Street, Suite 1200, Los Angeles, CA",CA,400 Skokie Blvd Suite 200,IL,IL:2
SLS GROUP,2,corrected,"200 Park Ave, New York, NY",NY,"6582 S Big Cottonwood Canyon Rd, Suite 200",UT,UT:1; MO:1
SLG,2,confirmed,"420 Lexington Avenue, 9th Floor",NY,,,PA:2
SKYWAY EQUITIES,2,corrected,"510 S Marengo Ave, Suite 200, Pasadena, CA",CA,"375 Park Ave, Suite 2508",NY,NY:2
SMI,2,unknown,"3000 Continental Drive, Suite 200",PA,,,CA:2
SNF MANAGEMENT,2,corrected,"1101 14th St NW, Washington, DC",DC,"9200 Sunset Blvd, Suite 700",CA,CA:2
SMC,2,corrected,"3731 Harbor Boulevard, Costa Mesa, CA",CA,330 SMC Drive,WI,MA:2
SLF,2,unknown,"One Park Place, 621 NW 53rd St",OK,,,NC:2
SONCO,2,corrected,"5200 Blazer Pkwy, Suite 500, Dublin, OH",OH,2050 E Devon Ave,IL,IL:2
SPETNER ASSOCIATES,2,corrected,"1040 Avenue of the Americas, New York, NY",NY,"8630 Delmar Blvd, Suite 100",MO,MO:2
SOVEREIGN PROPERTIES,2,corrected,"1111 Third Ave, Suite 1700, Seattle, WA",WA,"150 E 52nd Street, Suite 22002",NY,FL:2
SOUTHWOOD PARTNERS,2,corrected,"520 Pike St, Suite 1650, Seattle, WA",WA,"505 20th St N, Ste 1150",AL,AL:2
SOLARIA,2,confirmed,"300 Spectrum Center Drive, Suite 1900",CA,,,NY:2
STAR CAPITAL PARTNERS,2,unknown,"70 E 55th St, Suite 1206",NY,,,OH:2
STEMRAD,2,corrected,"401 Broadway, 9th Floor, Cambridge, MA",MA,802 E Whiting St,FL,FL:2
"STEVEN J. SHAPERO, ALC",2,corrected,"200 S Michigan Ave, 11th Floor, Chicago, IL",IL,"5950 Canoga Ave, Suite 235",CA,CA:2
ST. LUKE'S,2,corrected,"111 S Central Ave, Sandy, UT",UT,6720 Bertner Ave,TX,TX:2
STARFISH CARE HOMES,2,corrected,"1818 SE Ankeny St, Portland, OR",OR,6611 E River Hills Pl,AZ,AZ:2
STRATEGAS RESEARCH PARTNERS,2,corrected,"625 N. Michigan Avenue, Suite 2300, Chicago, IL",IL,"52 Vanderbilt Avenue, 19th Floor",NY,CT:2
SUNRISE TOYOTA,2,corrected,"5555 Copley Drive, San Diego, CA",CA,3984 Sunrise Highway,NY,UT:2
SUPERSMILE,2,corrected,"1 East Liberty Drive, Suite 140, Wheaton, IL",IL,"32 E 57th St, 15th Floor",NY,NY:2
STI,2,confirmed,3535 Harbor Blvd,CA,,,NJ:2
SUPERCLEAN,2,corrected,"4300 S Miami Blvd, Durham, NC",NC,"1380 Corporate Center Curve, Suite 107",MN,MN:2
TABLEAU,2,confirmed,1621 N 34th St,WA,,,CA:2
TAP ROOT CAPITAL,2,corrected,"265 E 5th St, Suite 700, Cincinnati, OH",OH,60 River Rd,NJ,NJ:2
TAYLOR EQUITIES,2,corrected,"3001 N Miami Ave, Suite 400, Miami, FL",FL,"3660 Wilshire Blvd, Suite 612",CA,CA:2
TCV,2,confirmed,"275 5th Ave, Suite 510",CA,,,NJ:2
TASK US,2,corrected,"2101 E Palm Ave, Suite 200, Tampa, FL",FL,"1650 Independence Drive, Suite 100",TX,TX:2
TELECARE CORPORATION,2,corrected,"2541 Wells Branch Pkwy, Suite 110, Austin, TX",TX,"1080 Marina Village Pkwy, Suite 100",CA,CA:2
THE ABSINTHE GROUP,2,corrected,"310 Fourth Ave Suite 1000, Pittsburgh, PA",PA,"368 Hayes Street, 2nd Floor",CA,CA:2
THE FELDMAN COMPANIES,2,corrected,"3000 Marcus Ave, Suite 2W3, Lake Success, NY",NY,"3323 NE 163rd St, Suite 501",FL,FL:2
THE GERSON COMPANIES,2,corrected,"1000 Westgate Drive, Suite 300, Brentwood, TN",TN,1450 S. Lone Elm Rd.,KS,MO:2
THE ARDENT COMPANIES,2,corrected,"200 West 41st St, New York, NY",NY,"2100 Powers Ferry Rd, Suite 350",GA,GA:2
THE GUILFORD HOUSE,2,corrected,"1200 Easton Road, Doylestown, PA",PA,109 West Lake Avenue,CT,CT:2
TECHMARK,2,confirmed,"300 River Place Drive, Suite 350",MI,,,FL:2
THE FISHER GROUP,2,corrected,"3000 Ocean Dr, Santa Monica, CA",CA,"Two Towne Square, Suite 900",MI,MI:2
THE JOHNSON COMPANY,2,corrected,"11622 El Camino Real, Suite 100, San Diego, CA",CA,"610 Fifth Avenue, 2nd Floor",NY,NY:2
THE LIVELY FOUNDATION,2,corrected,"10 East 53rd Street, 8th Floor, New York, NY",NY,550 Mountain View Ave,CA,CA:2
THE LOVELL GROUP,2,corrected,"10455 N Central Expwy Ste 109-355, Dallas, TX",TX,"229 Katherine Blvd, Unit 3310",FL,FL:2
THE OXFORD INVESTMENT GROUP,2,corrected,"45 Rockefeller Plaza, New York, NY",NY,9404 Genesee Ave Ste 200,CA,CA:2
THE MANAGEMENT GROUP,2,corrected,"345 Park Avenue, New York, NY",NY,"8383 Wilshire Blvd, Ste 400",CA,CA:2
THE MARS AGENCY,2,corrected,"520 White Plains Road, Tarrytown, NY",NY,25200 Telegraph Rd,MI,FL:2
THE SEPHARDIC HOME FOR THE AGED,2,corrected,"22629 W 8 Mile Rd, Oak Park, MI",MI,2266 Cropsey Ave,NY,NY:2
THE SPINDEL AGENCY,2,corrected,"1274 S Robertson Blvd, Los Angeles, CA",CA,"277 Bendix Rd, Suite 500",VA,VA:2
TOKIO MARINE HCC,2,corrected,"Two Bala Plaza, Suite 100, Bala Cynwyd, PA",PA,13403 Northwest Freeway,TX,CA:2
TIOGA PIPE,2,corrected,"One Rockefeller Plaza, Suite 600, New York, NY",NY,2450 Wheatsheaf Ln,PA,PA:2
TOKIO MARINE SURETY GROUP,2,corrected,"201 Jones Road, Bala Cynwyd, PA",PA,13403 Northwest Freeway,TX,CA:2
TRADITION,2,confirmed,"1 New York Plaza, 26th Floor",NY,,,TX:1; CT:1
TOTAL SOURCE,2,corrected,"701 N Green Street, Suite 1000, Wilmington, DE",DE,1 ADP Boulevard,NJ,CA:2
THREATCURVE,2,unknown,1250 S Capital of Texas Hwy,TX,,,CA:2
TRANSOM CONSULTING GROUP,2,corrected,"211 N Union St, Manhattan, KS",KS,"1925 Century Park East, Suite 1250",CA,CA:2
TRIUMPH DEALER SERVICES,2,corrected,"3000 Atrium Way, Suite 200, Mt. Laurel, NJ",NJ,4574 Nautilus Drive,FL,FL:2
TRI-STAR CONSTRUCTION,2,corrected,"1500 Commerce Ct, Nashville, TN",TN,"770 Lexington Avenue, 13th Floor",NY,NY:2
TRICORBRAUN,2,corrected,"3500 Route 66, Neptune, NJ",NJ,"6 CityPlace Drive, Suite 1000",MO,MO:1; TN:1
TWINCO INDUSTRIAL PRODUCTS,2,corrected,"2301 Airport Rd, Winona, MN",MN,5201 South Loop East,TX,TX:2
UES,2,corrected,"440 Park Avenue South, New York, NY",NY,4205 Vineland Rd Ste L1,FL,FL:2
UHS,2,corrected,"116 Huntington Avenue, Boston, MA",MA,367 South Gulph Road,PA,PA:2
TWIN OAKS EQUITY PARTNERS,2,unknown,300 S Wacker Dr Suite 3200,IL,,,NY:2
TSTI,2,corrected,"850 S Kimball Ave, Southlake, TX",TX,432 Scotland Road,NJ,NJ:2
UIPATH,2,confirmed,90 Park Ave,NY,,,IL:2
UMD,2,confirmed,"3159 Administration Building, University of Maryland, College Park",MD,,,VA:2
UNITED MEDICAL CREDIT,2,corrected,"1600 Market Street, Philadelphia, PA",PA,"1 Park Plaza, Ste 600",CA,CA:2
UNITED PROPERTY ASSOCIATES,2,corrected,"One Gateway Center, Newton, MA",MA,"301 Bendix Road, Suite 300",VA,VA:2
US STANDARD PRODUCTS,2,corrected,"U.S. Standard Products, Buffalo, NY",NY,41 Honeck St,NJ,NJ:2
US ARMY,2,corrected,"9301 Chapek Rd, Fort Belvoir, VA",VA,101 Army Pentagon,DC,CA:1; NY:1
UNGER MANAGEMENT,2,corrected,"400 East Pratt Street, Baltimore, MD",MD,425 Asylum St,CT,CT:2
UNIVERSAL RISK ASSOCIATES,2,corrected,"400 North Michigan Avenue, Chicago, IL",IL,14011 Ventura Blvd,CA,CA:2
VITUITY,2,confirmed,"One Maritime Plaza, Suite 1500",CA,,,IL:2
VICTORY WHOLESALE GROUP,2,corrected,"500 W Madison St, Suite 1600, Chicago, IL",IL,400 Victory Drive,OH,OH:2
WAITER.COM,2,corrected,"245 5th Avenue, New York, NY",NY,"1931 Old Middlefield Way, Ste A",CA,CA:2
WALMART,2,confirmed,702 S.W. 8th Street,AR,,,CA:2
WATERMAN PROPERTIES,2,corrected,"3186 University Drive NW, Walker, MI",MI,400 Park Avenue,NY,NY:2
WELLPATH,2,corrected,"3000 Enterprise Drive, Suite 300, West Des Moines, IA",IA,"6550 Carothers Parkway, Suite 500",TN,CA:2
WELLMED,2,confirmed,"3101 Bee Caves Road, Suite 200",TX,,,FL:2
WITHUM,2,corrected,"3100 Harvest Drive, Suite 300, Blue Bell, PA",PA,"506 Carnegie Center, Suite 400",NJ,CA:2
VERIS,2,unknown,"165 Broadway, 36th Floor",NY,,,WA:2
WOLFSON GROUP,2,corrected,"3200 West End Avenue, Suite 500, Nashville, TN",TN,"One State Street Plaza, 29th Floor",NY,NY:2
YMCA,2,confirmed,101 North Wacker Dr,IL,,,MA:2
WORLD INSURANCE ASSOCIATES,2,corrected,"16 W. 46th Street, Suite 700, New York, NY",NY,"100 Wood Ave South, 4th Floor",NJ,MO:2
WYNNEFIELD CAPITAL,2,corrected,"1845 Walnut Street, Suite 1900, Philadelphia, PA",PA,"450 7th Avenue, Suite 509",NY,NY:2
YOUNG ADJUSTMENT COMPANY,2,corrected,"2733 Commerce St, Troy, MI",MI,900 Lenmar Drive,PA,PA:2
ZEKELMAN INDUSTRIES,2,corrected,"2600 West Big Beaver Road, Troy, MI",MI,"191 North Wacker Drive, Suite 2100",IL,NY:2
WTW,2,corrected,"512 Spring Street SE, Atlanta, GA",GA,"200 Liberty Street, 6th Floor (Brookfield Place)",NY,NJ:1; CA:1
YORK PROPERTIES,2,corrected,"30-00 47th Ave, Suite 201, Long Island City, NY",NY,2108 Clark Ave,NC,MI:2
BARETZ BRUNELLE,2,corrected,"30 S Wacker Dr, Suite 3300, Chicago, IL",IL,44 Wall Street,NY,NY:2
"757CFO, LLC",2,unknown,"500 W Cummings Park, Ste 4000",MA,,,VA:2
BENEDICT PROPERTIES LLC,2,corrected,"62 Cedar St., Danvers, MA",MA,711 Stewart Ave Ste 100,NY,NY:2
BEN & ESTHER ROSENBLOOM FDN,2,corrected,"2401 W. Commercial Blvd., Suite 103, Fort Lauderdale, FL",FL,"8 Reservoir Circle, Suite 202",MD,MD:2
ALLIED UNIVERSAL CORP,2,corrected,"3345 Michelson Dr Suite 100, Irvine, CA",CA,"161 Washington Street, Suite 600",PA,FL:2
"ARLEMARK, INC",2,unknown,"510 N. Valley Forge Road, Suite 300",PA,,,CA:2
"CHILDREN''S EYE SPECIALISTS, PA",2,corrected,"3300 N Tampa St Suite 200, Tampa, FL",FL,2731 Lemmon Ave E Ste 302,TX,TX:2
CENTAURI HEALTH SOLUTIONS INC,2,corrected,"5010 Wheelis Drive, Austin, TX",TX,"51 W. 3rd St., Suite 301",AZ,AZ:2
"CHOSEN RESUMES, LLC",2,corrected,"150 N Radnor Chester Rd Suite F200, Radnor, PA",PA,1330 Cornell Dr SE,MI,MI:2
"CUNEO GILBERT & LADUCA, LLP",2,confirmed,"1001 Pennsylvania Avenue NW, Suite 1300S",DC,,,FL:2
"CONSUMER CELLULAR, INC",2,corrected,"6780 Sierra Center Pkwy, Suite 200, Reno, NV",NV,9363 E. Bahia Drive,AZ,AZ:2
"CUSTOM OUTFITTERS, LLC",2,corrected,"1400 Airport Blvd, Burlingame, CA",CA,5400 S. University Drive #104,FL,FL:2
"CERTIFIED FINANCIAL GROUP, INC",2,corrected,"3 West 51st Street, New York, NY",NY,1111 Douglas Ave,FL,FL:2
"BOULEVARD HEALTHCARE MANAGEMENT, LLC",2,corrected,"1901 Avenue of the Stars, Suite 1800, Los Angeles, CA",CA,"6400 Shafer Ct, Suite 600",IL,NY:2
DAVIDON CORP,2,corrected,"9009 N 49th St, Brown Deer, WI",WI,1600 S Main St Ste 150,CA,CA:2
GRANT THORNTON ADVISORS LLC,2,confirmed,"171 N Clark St, Suite 200",IL,,,CA:2
FAUVER ATTORNEYS & COUNSELORS AT LAW,2,unknown,214 W 7th St,MN,,,VA:2
LAZARUS & HARRIS LLP,2,corrected,"220 Montgomery Street, Suite 2100, San Francisco, CA",CA,561 Seventh Avenue,NY,NY:2
HEYMAN WEALTH MANAGEMENT LLC,2,corrected,"30 Wall Street, New York, NY",NY,16133 Ventura Blvd #640,CA,CA:2
